lon,lat,name,url,elevation
-124.09131,40.91264,US-101 : North Of SR-299 - Looking North (C005),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr299lookingnorth/us101northofsr299lookingnorth.jpg?_=1771278602,29
-124.09131,40.91264,US-101 : North Of SR-299 - Looking South (C005),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr299lookingsouth/us101northofsr299lookingsouth.jpg?_=1771278602,29
-124.126109,41.705539,US-101 : South Of Cushing Creek - Looking North (C018),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofcushingcreeklookingnorth/us101southofcushingcreeklookingnorth.jpg?_=1771278602,983
-124.126109,41.705539,US-101 : South Of Cushing Creek - Looking South (C018),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofcushingcreeklookingsouth/us101southofcushingcreeklookingsouth.jpg?_=1771278602,983
-124.13785,41.72002,US-101 : North Of Cushing Creek - Looking North (C017),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofcushingcreeklookingnorth/us101northofcushingcreeklookingnorth.jpg?_=1771278602,485
-124.13785,41.72002,US-101 : North Of Cushing Creek - Looking South (C017),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofcushingcreeklookingsouth/us101northofcushingcreeklookingsouth.jpg?_=1771278602,485
-124.179712,41.779471,US-101 : South Of US-199 - Looking North (C014),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofus199lookingnorth/us101southofus199lookingnorth.jpg?_=1771278602,39
-124.179712,41.779471,US-101 : South Of US-199 - Looking South (C014),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofus199lookingsouth/us101southofus199lookingsouth.jpg?_=1771278602,39
-124.13679,41.89992,US-101 : North Of SR-197 - Looking North (C015),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingnorth/us101northofsr197lookingnorth.jpg?_=1771278602,93
-124.13679,41.89992,US-101 : North Of SR-197 - Looking South (C015),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingsouth/us101northofsr197lookingsouth.jpg?_=1771278602,93
-123.720212,41.994021,US-199 : South Of Oregon State Line - Looking East (C016),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingeast/us199southoforegonstatelinelookingeast.jpg?_=1771278602,1717
-123.720212,41.994021,US-199 : South Of Oregon State Line - Looking West (C016),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingwest/us199southoforegonstatelinelookingwest.jpg?_=1771278602,1717
-123.76919,40.89724,SR-299 : Berry Summit - Looking South (C035),https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitlookingsouth/sr299berrysummitlookingsouth.jpg?_=1771278602,2769
-124.17718,40.79396,US-101 : Eureka / 14th - Looking North (C039),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka14thlookingnorth/us101eureka14thlookingnorth.jpg?_=1771278602,12
-123.78073,40.90199,SR-299 : Berry Summit Vista Point - Looking East (C040),https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingeast/sr299berrysummitvistapointlookingeast.jpg?_=1771278602,2669
-123.78073,40.90199,SR-299 : Berry Summit Vista Point - Looking West (C040),https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingwest/sr299berrysummitvistapointlookingwest.jpg?_=1771278602,2669
-122.63134,39.01276,SR-20 : West Of SR-53 - Looking East (C010),https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingeast/sr20westofsr53lookingeast.jpg?_=1771278602,1578
-122.63134,39.01276,SR-20 : West Of SR-53 - Looking West (C010),https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingwest/sr20westofsr53lookingwest.jpg?_=1771278602,1578
-122.60424,39.0125,SR-20 : East Of SR-53 - Looking East (C011),https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingeast/sr20eastofsr53lookingeast.jpg?_=1771278602,1745
-122.60424,39.0125,SR-20 : East Of SR-53 - Looking West (C011),https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingwest/sr20eastofsr53lookingwest.jpg?_=1771278602,1745
-123.21273,39.17238,US-101 : Ukiah / State Street - Looking North (C026),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingnorth/us101ukiahstatestreetlookingnorth.jpg?_=1771278602,664
-123.21273,39.17238,US-101 : Ukiah / State Street - Looking South (C026),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingsouth/us101ukiahstatestreetlookingsouth.jpg?_=1771278602,664
-123.20715,39.22513,US-101 : South Of SR-20 - Looking South (C002),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr20lookingsouth/us101southofsr20lookingsouth.jpg?_=1771278602,735
-123.30206,39.32875,US-101 : South Ridgewood Grade - Looking North (C027),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southridgewoodgradelookingnorth/us101southridgewoodgradelookingnorth.jpg?_=1771278602,1724
-123.30206,39.32875,US-101 : South Ridgewood Grade - Looking South (C027),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southridgewoodgradelookingsouth/us101southridgewoodgradelookingsouth.jpg?_=1771278602,1724
-123.30873,39.33679,US-101 : North Ridgewood Grade - Looking North (C028),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northridgewoodgradelookingnorth/us101northridgewoodgradelookingnorth.jpg?_=1771278602,1899
-123.30873,39.3368,US-101 : North Ridgewood Grade - Looking South (C028),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northridgewoodgradelookingsouth/us101northridgewoodgradelookingsouth.jpg?_=1771278602,1900
-124.15349,40.80465,US-101 : Eureka / 4th and Rst Street - Looking North (C038),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thandrststreetlookingnorth/us101eureka4thandrststreetlookingnorth.jpg?_=1771278602,31
-123.70932,38.93441,SR-1 : Gasker Slough - Looking North (CXXX),https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1gaskersloughlookingnorth/sr1gaskersloughlookingnorth.jpg?_=1771278602,22
-123.70932,38.93441,SR-1 : Gasker Slough - NB Paddle (CXXX),https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1gaskersloughnbpaddle/sr1gaskersloughnbpaddle.jpg?_=1771278602,22
-122.605968,39.009949,SR-20 : Just East Of SR-53 - Looking East (CXXX),https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20justeastofsr53lookingeast/sr20justeastofsr53lookingeast.jpg?_=1771278602,1767
-122.605968,39.009949,SR-20 : Just East Of SR-53 - Looking West,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20justeastofsr53looking/sr20justeastofsr53looking.jpg?_=1771278602,1767
-123.3253,39.37564,US-101 : SR-20 Redwood Highway - Looking North (C019),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101sr20redwoodhighwaylookingnorth/us101sr20redwoodhighwaylookingnorth.jpg?_=1771278602,1506
-123.3253,39.37564,US-101 : SR-20 Redwood Highway - Looking South (C019),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101sr20redwoodhighwaylookingsouth/us101sr20redwoodhighwaylookingsouth.jpg?_=1771278602,1506
-123.35746,39.43455,US-101: North Willits Bypass - Looking North (C008),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northwillitsbypasslookingnorth/us101northwillitsbypasslookingnorth.jpg?_=1771278602,1337
-123.35746,39.43455,US-101: North Willits Bypass - Looking South (C008),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northwillitsbypasslookingsouth/us101northwillitsbypasslookingsouth.jpg?_=1771278602,1337
-122.615395,38.752301,SR-29: 29-175 Jct - Middletown - North,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr2929175jctmiddletownn/sr2929175jctmiddletownn.jpg?_=1771278602,1107
-122.615395,38.752301,SR-29: 29-175 Jct - Middletown - South,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr2929175jctmiddletowns/sr2929175jctmiddletowns.jpg?_=1771278602,1107
-124.11214,41.625947,US-101: Last Chance Relay 360,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchancerela/us101lastchancerela.jpg?_=1771278602,559
-124.11214,41.625947,US-101: Last Chance Relay North,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchancerelayn/us101lastchancerelayn.jpg?_=1771278602,559
-124.089379,40.865342,"HUM-255-8.465: H St, Arcata",https://cwwp2.dot.ca.gov/data/d1/cctv/image/hum2558465hstar/hum2558465hstar.jpg?_=1771278602,13
-124.164288,40.803038,US-101: Eureka / 4th & H - Looking North (CXXX),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thhlookingnorth/us101eureka4thhlookingnorth.jpg?_=1771278602,33
-123.807625,39.423647,SR-1: Ocean View (South),https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1oceanviews/sr1oceanviews.jpg?_=1771278602,115
-123.351483,39.404072,SR20: South St (Willits),https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20southstwil/sr20southstwil.jpg?_=1771278602,1378
-123.805923,39.445482,SR-1: Laurel (North),https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1laureln/sr1laureln.jpg?_=1771278602,86
-123.80611,39.44415,SR-1: Redwood (North),https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1redwoodn/sr1redwoodn.jpg?_=1771278602,76
-123.805963,39.441735,SR-1: Oak (South),https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1oaks/sr1oaks.jpg?_=1771278602,76
-123.808124,39.420035,SR-1: 20 JCT (North),https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr120jctn/sr120jctn.jpg?_=1771278602,96
-124.19554,41.75538,DN-101: 5th & L - Looking North,https://cwwp2.dot.ca.gov/data/d1/cctv/image/dn1015thllookingn/dn1015thllookingn.jpg?_=1771278602,20
-122.61263,38.98009,"LAK 53: S of 20 JCT (Dome, Sign)",https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak53sof20jctdome/lak53sof20jctdome.jpg?_=1771278602,1420
-122.61263,38.98009,"LAK 53: S of 20 JCT (Dome, South)",https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak53sof20jctdomes/lak53sof20jctdomes.jpg?_=1771278602,1420
-123.7476,41.96706,US-199: Collier Tunnel (N),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199colliertun/us199colliertun.jpg?_=1771278602,2098
-124.164288,40.803038,US-101: Eureka / 4th & H - Looking South,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thhlookings/us101eureka4thhlookings.jpg?_=1771278602,33
-124.1492,40.80379,US-101: Eureka / 5th & V - Looking South,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thvlookings/us101eureka5thvlookings.jpg?_=1771278602,16
-124.14943,40.8046,US-101: Eureka / 4th & V - Looking North,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thvlookingn/us101eureka4thvlookingn.jpg?_=1771278602,24
-124.17811,40.79165,US-101: Eureka / Wabash - Looking South,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekawabashlookings/us101eurekawabashlookings.jpg?_=1771278602,18
-124.17959,40.78912,US-101: Eureka / Hawthorn - Looking South,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekahawthornlookings/us101eurekahawthornlookings.jpg?_=1771278602,19
-124.18286,40.78429,US-101: Eureka / Vigo - Looking South,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekavigolookings/us101eurekavigolookings.jpg?_=1771278602,20
-124.0871,40.86503,HUM-255: G St - Looking West toward H,https://cwwp2.dot.ca.gov/data/d1/cctv/image/hum255gstlookingwesttow/hum255gstlookingwesttow.jpg?_=1771278602,15
-124.09155,40.86595,HUM-255: K St - Looking East toward H,https://cwwp2.dot.ca.gov/data/d1/cctv/image/hum255kstlookingeasttow/hum255kstlookingeasttow.jpg?_=1771278602,15
-124.19807,41.7583,DN-101: 9th & L - Looking North,https://cwwp2.dot.ca.gov/data/d1/cctv/image/dn1019thllookingn/dn1019thllookingn.jpg?_=1771278602,29
-124.19288,41.75277,DN-101: Front & L - Looking North,https://cwwp2.dot.ca.gov/data/d1/cctv/image/dn101frontllookingn/dn101frontllookingn.jpg?_=1771278602,0
-124.19467,41.75609,DN-101: 5th & M - Looking South,https://cwwp2.dot.ca.gov/data/d1/cctv/image/dn1015thmlookings/dn1015thmlookings.jpg?_=1771278602,17
-124.19729,41.76199,DN-101: Cooper - Looking South,https://cwwp2.dot.ca.gov/data/d1/cctv/image/dn101cooperlookings/dn101cooperlookings.jpg?_=1771278602,25
-124.19715,41.7633,DN-101: Northcrest - Looking North,https://cwwp2.dot.ca.gov/data/d1/cctv/image/dn101northcrestlookingn/dn101northcrestlookingn.jpg?_=1771278602,30
-124.185538,41.752202,DN-101: Elk Valley Rd,https://cwwp2.dot.ca.gov/data/d1/cctv/image/dn101elkvall/dn101elkvall.jpg?_=1771278602,13
-123.74247,41.97276,US-199: N of Collier (N),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199nofcoll/us199nofcoll.jpg?_=1771278602,2025
-124.18376,40.78307,US-101: Eureka / Henderson - Looking North,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekahendersonlookingn/us101eurekahendersonlookingn.jpg?_=1771278602,19
-124.18759,40.77913,US-101: Eureka / North Mall - Looking South,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekanorthmalllookings/us101eurekanorthmalllookings.jpg?_=1771278602,19
-124.19033,40.77643,US-101: Eureka / South Mall - Looking North,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekasouthmalllookingn/us101eurekasouthmalllookingn.jpg?_=1771278602,20
-124.19038,40.77431,US-101: Eureka / McCullen - Looking South,,21
-124.19141,40.7688,US-101: Eureka / Piersons - Looking South,,18
-124.19101,40.76442,US-101: Eureka / Papa & Barkley - Looking North,,23
-123.80572,39.45175,SR-1: Elm (North),https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1elmn/sr1elmn.jpg?_=1771278602,72
-123.34976,39.39868,SR20: Holly St (Willits),https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20hollystwil/sr20hollystwil.jpg?_=1771278602,1391
-123.34721,39.39092,SR20: Evergreen (Willits),https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20evergreenwil/sr20evergreenwil.jpg?_=1771278602,1410
-124.1157,41.63446,US-101: Last Chance Loc #2 (Looking North),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchanceloc2lookingn/us101lastchanceloc2lookingn.jpg?_=1771278602,694
-123.80589,39.43647,SR-1: Chestnut (South),https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1chestnuts/sr1chestnuts.jpg?_=1771278602,79
-123.80604,39.43259,SR-1: Cypress (North),https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1cypressn/sr1cypressn.jpg?_=1771278602,112
-123.80923,39.40167,SR-1: Boice Ln (North),https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1boicelnn/sr1boicelnn.jpg?_=1771278602,115
-124.15975,40.80372,US-101: Eureka / 4th & L (Looking North),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thllookingn/us101eureka4thllookingn.jpg?_=1771278602,35
-122.61928,38.93008,SR-53: Dam Rd (South),https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53damrds/sr53damrds.jpg?_=1771278602,1389
-122.61426,38.75442,SR-29: Wardlaw (North),https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr29wardlawn/sr29wardlawn.jpg?_=1771278602,1099
-124.17587,40.79573,US-101: Eureka / PHB - Looking North,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekaphblookingn/us101eurekaphblookingn.jpg?_=1771278602,12
-124.17585,40.79573,US-101: Eureka / PHB - Looking South,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekaphblookings/us101eurekaphblookings.jpg?_=1771278602,12
-122.982871,38.988011,LAK-175-0.280: Looking South,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak1750280lookings/lak1750280lookings.jpg?_=1771278602,2486
-123.085536,38.94941,US-101: S of Hopland - Looking South,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101sofhoplandlookings/us101sofhoplandlookings.jpg?_=1771278602,502
-124.080886,40.898784,SR-299 : E of US-101 - Looking West (C),https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299eofus101lookingw/sr299eofus101lookingw.jpg?_=1771278602,39
-122.783603,39.06695,SR-20: E Lucerne - Looking North,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20elucernelookingn/sr20elucernelookingn.jpg?_=1771278602,1338
-122.783603,39.06695,SR-20: E Lucerne - Looking South,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20elucernelookings/sr20elucernelookings.jpg?_=1771278602,1338
-122.645253,38.910437,SR-29: Point Lakeview Rd - Looking North,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr29pointlakeviewrdlookingn/sr29pointlakeviewrdlookingn.jpg?_=1771278602,1668
-122.868155,39.129045,SR-20: Nice-Lucerne Cutoff - Looking West,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20nicelucernecutofflooking/sr20nicelucernecutofflooking.jpg?_=1771278602,1350
-122.616977,38.927095,SR-53: N of 29 JCT - Looking North,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53nof29jctlookingn/sr53nof29jctlookingn.jpg?_=1771278602,1372
-122.930649,39.075532,SR-29: S of 20 JCT - Looking North,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr29sof20jctlookingn/sr29sof20jctlookingn.jpg?_=1771278602,1471
-122.612291,38.905933,SR-29: S of 53 JCT - Looking North (V78),https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr29sof53jctlookingnort/sr29sof53jctlookingnort.jpg?_=1771278602,1440
-123.76919,40.89724,SR-299: Berry Summit - Sand House - North,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitsandhousen/sr299berrysummitsandhousen.jpg?_=1771278602,2769
-124.09573,40.468227,US-101: Scotia (Looking North),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101scotialookingn/us101scotialookingn.jpg?_=1771278602,142
-123.860102,40.929948,SR-299: Lord Ellis - Looking West,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299lordellislooking/sr299lordellislooking.jpg?_=1771278602,2262
-123.860102,40.929948,SR-299: Lord Ellis - East,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299lordellis/sr299lordellis.jpg?_=1771278602,2262
-123.776812,39.939376,US-101: S of SR 271 - Looking North (C030),https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101sofsr271lookingnorth/us101sofsr271lookingnorth.jpg?_=1771278602,860
-124.175035,40.799857,US-101: Eureka / 6th - Looking South,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka6thlookings/us101eureka6thlookings.jpg?_=1771278602,9
-122.616977,38.927095,SR-53: N of 29 JCT - Looking South,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr53nof29jctlookings/sr53nof29jctlookings.jpg?_=1771278602,1372
-123.789513,39.962905,"US-101: Piercy, Looking South",https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101piercylookings/us101piercylookings.jpg?_=1771278602,750
-122.6407,38.75,LAK-175-26.551: Looking North,https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak17526551lookingn/lak17526551lookingn.jpg?_=1771278602,1146
-124.159319,40.802774,US-101: Eureka / 5th&L - Looking South,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thllookings/us101eureka5thllookings.jpg?_=1771278602,41
-122.912857,39.01714,SR-29: 175 JCT (Lakeport) - South,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr29175jctlakeports/sr29175jctlakeports.jpg?_=1771278602,1350
-122.832667,38.972147,SR-29: Live Oak (Kelseyville) - North,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr29liveoakkelseyvillen/sr29liveoakkelseyvillen.jpg?_=1771278602,1399
-123.796079,39.309249,SR-1: Little Lake Rd,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1littlela/sr1littlela.jpg?_=1771278602,177
-122.612283,38.91011,SR-29: 53 JCT,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr295/sr295.jpg?_=1771278602,1377
-122.34276,41.34496,Abrams Lake NB,https://cwwp2.dot.ca.gov/data/d2/cctv/image/abramslakenb/abramslakenb.jpg?_=1771278602,3821
-122.58937,41.79255,Anderson Grade,https://cwwp2.dot.ca.gov/data/d2/cctv/image/andersongrade/andersongrade.jpg?_=1771278602,2989
-122.38379,40.88504,Antlers Bridge,https://cwwp2.dot.ca.gov/data/d2/cctv/image/antlersbridge/antlersbridge.jpg?_=1771278602,1088
-122.36731,40.73272,BassMtn,https://cwwp2.dot.ca.gov/data/d2/cctv/image/bassmtn/bassmtn.jpg?_=1771278602,2780
-122.3559,41.35411,Black Butte,https://cwwp2.dot.ca.gov/data/d2/cctv/image/blackbutte/blackbutte.jpg?_=1771278602,3926
-121.0887,40.58548,Bogard,https://cwwp2.dot.ca.gov/data/d2/cctv/image/bogard/bogard.jpg?_=1771278602,5655
-122.7608,40.65457,Buckhorn,https://cwwp2.dot.ca.gov/data/d2/cctv/image/buckhorn/buckhorn.jpg?_=1771278602,2669
-120.28769,41.5604,Cedar Pass,https://cwwp2.dot.ca.gov/data/d2/cctv/image/cedarpass/cedarpass.jpg?_=1771278602,5997
-122.63091,41.73425,Central Yreka,https://cwwp2.dot.ca.gov/data/d2/cctv/image/centralyreka/centralyreka.jpg?_=1771278602,2632
-122.28756,40.43842,Deschutes,https://cwwp2.dot.ca.gov/data/d2/cctv/image/deschutes/deschutes.jpg?_=1771278602,482
-121.9091,41.97273,Dorris,https://cwwp2.dot.ca.gov/data/d2/cctv/image/dorris/dorris.jpg?_=1771278602,4364
-120.0853,40.00069,Doyle,https://cwwp2.dot.ca.gov/data/d2/cctv/image/doyle/doyle.jpg?_=1771278602,4291
-122.27521,41.21896,Dunsmuir,,2397
-120.63309,40.40596,East Riverside,https://cwwp2.dot.ca.gov/data/d2/cctv/image/eastriverside/eastriverside.jpg?_=1771278602,4154
-122.42727,40.58381,Eureka Way,https://cwwp2.dot.ca.gov/data/d2/cctv/image/eurekaway/eurekaway.jpg?_=1771278602,677
-122.32045,40.73079,Fawndale,https://cwwp2.dot.ca.gov/data/d2/cctv/image/fawndale/fawndale.jpg?_=1771278602,973
-120.86672,40.36002,Fredonyer Smt,https://cwwp2.dot.ca.gov/data/d2/cctv/image/fredonyersmt/fredonyersmt.jpg?_=1771278602,5749
-122.19312,41.63331,Grass Lake,https://cwwp2.dot.ca.gov/data/d2/cctv/image/grasslake/grasslake.jpg?_=1771278602,5064
-121.76202,40.85216,Hatchet Mtn,https://cwwp2.dot.ca.gov/data/d2/cctv/image/hatchetmtn/hatchetmtn.jpg?_=1771278602,4373
-122.61086,41.99278,Hilt Sandhouse,https://cwwp2.dot.ca.gov/data/d2/cctv/image/hiltsandhouse/hiltsandhouse.jpg?_=1771278602,3099
-122.36062,40.58507,I5-SR44,https://cwwp2.dot.ca.gov/data/d2/cctv/image/i5sr44/i5sr44.jpg?_=1771278602,583
-122.30222,41.28481,I5-SR89,https://cwwp2.dot.ca.gov/data/d2/cctv/image/i5sr89/i5sr89.jpg?_=1771278602,3487
-120.50847,40.29413,Janesville,https://cwwp2.dot.ca.gov/data/d2/cctv/image/janesville/janesville.jpg?_=1771278602,4172
