X,Y,Name,description
-124.14815,40.56289,US-101 : North Of SR-36 - Looking North (C003),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr36lookingnorth/us101northofsr36lookingnorth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-124.14815,40.56289,US-101 : North Of SR-36 - Looking South (C003),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr36lookingsouth/us101northofsr36lookingsouth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-124.19933,40.74447,US-101 : Eureka / Spruce Point - Looking North (C023),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekasprucepointlookingnorth/us101eurekasprucepointlookingnorth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-124.19936,40.74449,US-101 : Eureka / Spruce Point - Looking South (C023),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekasprucepointlookingsouth/us101eurekasprucepointlookingsouth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-124.153354,40.803759,US-101 : Eureka / 5th & R Street - Looking North (C034),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thrstreetlookingnorth/us101eureka5thrstreetlookingnorth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-124.07934,40.888782,US-101 : South Of SR-299 - Looking North (C004),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr299lookingnorth/us101southofsr299lookingnorth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-124.07934,40.888782,US-101 : South Of SR-299 - Looking South (C004),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr299lookingsouth/us101southofsr299lookingsouth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-124.09131,40.91264,US-101 : North Of SR-299 - Looking North (C005),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr299lookingnorth/us101northofsr299lookingnorth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-124.09131,40.91264,US-101 : North Of SR-299 - Looking South (C005),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr299lookingsouth/us101northofsr299lookingsouth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-124.126109,41.705539,US-101 : South Of Cushing Creek - Looking North (C018),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofcushingcreeklookingnorth/us101southofcushingcreeklookingnorth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-124.126109,41.705539,US-101 : South Of Cushing Creek - Looking South (C018),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofcushingcreeklookingsouth/us101southofcushingcreeklookingsouth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-124.13785,41.72002,US-101 : North Of Cushing Creek - Looking North (C017),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofcushingcreeklookingnorth/us101northofcushingcreeklookingnorth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-124.13785,41.72002,US-101 : North Of Cushing Creek - Looking South (C017),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofcushingcreeklookingsouth/us101northofcushingcreeklookingsouth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-124.179712,41.779471,US-101 : South Of US-199 - Looking North (C014),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofus199lookingnorth/us101southofus199lookingnorth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-124.179712,41.779471,US-101 : South Of US-199 - Looking South (C014),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofus199lookingsouth/us101southofus199lookingsouth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-124.13679,41.89992,US-101 : North Of SR-197 - Looking North (C015),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingnorth/us101northofsr197lookingnorth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-124.13679,41.89992,US-101 : North Of SR-197 - Looking South (C015),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingsouth/us101northofsr197lookingsouth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-123.720212,41.994021,US-199 : South Of Oregon State Line - Looking East (C016),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingeast/us199southoforegonstatelinelookingeast.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-123.720212,41.994021,US-199 : South Of Oregon State Line - Looking West (C016),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingwest/us199southoforegonstatelinelookingwest.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-123.76919,40.89724,SR-299 : Berry Summit - Looking South (C035),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitlookingsouth/sr299berrysummitlookingsouth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-124.17718,40.79396,US-101 : Eureka / 14th - Looking North (C039),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka14thlookingnorth/us101eureka14thlookingnorth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-123.78073,40.90199,SR-299 : Berry Summit Vista Point - Looking East (C040),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingeast/sr299berrysummitvistapointlookingeast.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-123.78073,40.90199,SR-299 : Berry Summit Vista Point - Looking West (C040),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingwest/sr299berrysummitvistapointlookingwest.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.63134,39.01276,SR-20 : West Of SR-53 - Looking East (C010),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingeast/sr20westofsr53lookingeast.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.63134,39.01276,SR-20 : West Of SR-53 - Looking West (C010),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingwest/sr20westofsr53lookingwest.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.60424,39.0125,SR-20 : East Of SR-53 - Looking East (C011),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingeast/sr20eastofsr53lookingeast.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.60424,39.0125,SR-20 : East Of SR-53 - Looking West (C011),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingwest/sr20eastofsr53lookingwest.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-123.21273,39.17238,US-101 : Ukiah / State Street - Looking North (C026),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingnorth/us101ukiahstatestreetlookingnorth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-123.21273,39.17238,US-101 : Ukiah / State Street - Looking South (C026),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingsouth/us101ukiahstatestreetlookingsouth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-123.20715,39.22513,US-101 : South Of SR-20 - Looking South (C002),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southofsr20lookingsouth/us101southofsr20lookingsouth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-123.30206,39.32875,US-101 : South Ridgewood Grade - Looking North (C027),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southridgewoodgradelookingnorth/us101southridgewoodgradelookingnorth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-123.30206,39.32875,US-101 : South Ridgewood Grade - Looking South (C027),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101southridgewoodgradelookingsouth/us101southridgewoodgradelookingsouth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-123.30873,39.33679,US-101 : North Ridgewood Grade - Looking North (C028),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northridgewoodgradelookingnorth/us101northridgewoodgradelookingnorth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-123.30873,39.3368,US-101 : North Ridgewood Grade - Looking South (C028),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northridgewoodgradelookingsouth/us101northridgewoodgradelookingsouth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-124.15349,40.80465,US-101 : Eureka / 4th and Rst Street - Looking North (C038),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thandrststreetlookingnorth/us101eureka4thandrststreetlookingnorth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-123.70932,38.93441,SR-1 : Gasker Slough - Looking North (CXXX),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1gaskersloughlookingnorth/sr1gaskersloughlookingnorth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-123.70932,38.93441,SR-1 : Gasker Slough - NB Paddle (CXXX),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1gaskersloughnbpaddle/sr1gaskersloughnbpaddle.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.605968,39.009949,SR-20 : Just East Of SR-53 - Looking East (CXXX),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20justeastofsr53lookingeast/sr20justeastofsr53lookingeast.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.605968,39.009949,SR-20 : Just East Of SR-53 - Looking West,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20justeastofsr53looking/sr20justeastofsr53looking.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-123.3253,39.37564,US-101 : SR-20 Redwood Highway - Looking North (C019),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101sr20redwoodhighwaylookingnorth/us101sr20redwoodhighwaylookingnorth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-123.3253,39.37564,US-101 : SR-20 Redwood Highway - Looking South (C019),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101sr20redwoodhighwaylookingsouth/us101sr20redwoodhighwaylookingsouth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-123.35746,39.43455,US-101: North Willits Bypass - Looking North (C008),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northwillitsbypasslookingnorth/us101northwillitsbypasslookingnorth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-123.35746,39.43455,US-101: North Willits Bypass - Looking South (C008),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northwillitsbypasslookingsouth/us101northwillitsbypasslookingsouth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.615395,38.752301,SR-29: 29-175 Jct - Middletown - North,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr2929175jctmiddletownn/sr2929175jctmiddletownn.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.615395,38.752301,SR-29: 29-175 Jct - Middletown - South,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr2929175jctmiddletowns/sr2929175jctmiddletowns.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-124.11214,41.625947,US-101: Last Chance Relay 360,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchancerela/us101lastchancerela.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-124.11214,41.625947,US-101: Last Chance Relay North,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101lastchancerelayn/us101lastchancerelayn.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-124.089379,40.865342,"HUM-255-8.465: H St, Arcata","<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/hum2558465hstar/hum2558465hstar.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-124.164288,40.803038,US-101: Eureka / 4th & H - Looking North (CXXX),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thhlookingnorth/us101eureka4thhlookingnorth.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-123.807625,39.423647,SR-1: Ocean View (South),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1oceanviews/sr1oceanviews.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-123.351483,39.404072,SR20: South St (Willits),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20southstwil/sr20southstwil.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-123.805923,39.445482,SR-1: Laurel (North),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1laureln/sr1laureln.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-123.80611,39.44415,SR-1: Redwood (North),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1redwoodn/sr1redwoodn.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-123.805963,39.441735,SR-1: Oak (South),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr1oaks/sr1oaks.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-123.808124,39.420035,SR-1: 20 JCT (North),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr120jctn/sr120jctn.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-124.19554,41.75538,DN-101: 5th & L - Looking North,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/dn1015thllookingn/dn1015thllookingn.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.61263,38.98009,"LAK 53: S of 20 JCT (Dome, Sign)","<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak53sof20jctdome/lak53sof20jctdome.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-122.61263,38.98009,"LAK 53: S of 20 JCT (Dome, South)","<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/lak53sof20jctdomes/lak53sof20jctdomes.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-123.7476,41.96706,US-199: Collier Tunnel (N),"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199colliertun/us199colliertun.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-124.164288,40.803038,US-101: Eureka / 4th & H - Looking South,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thhlookings/us101eureka4thhlookings.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-124.1492,40.80379,US-101: Eureka / 5th & V - Looking South,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka5thvlookings/us101eureka5thvlookings.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-124.14943,40.8046,US-101: Eureka / 4th & V - Looking North,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka4thvlookingn/us101eureka4thvlookingn.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-124.17811,40.79165,US-101: Eureka / Wabash - Looking South,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekawabashlookings/us101eurekawabashlookings.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-124.17959,40.78912,US-101: Eureka / Hawthorn - Looking South,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekahawthornlookings/us101eurekahawthornlookings.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
-124.18286,40.78429,US-101: Eureka / Vigo - Looking South,"<div style=""maxwidth:400""><img src=""https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eurekavigolookings/us101eurekavigolookings.jpg?_=1771278602"" alt=""Loading Traffic Camera Snapshot"" height=""240"" width=""352""><span style=""font-size: 0px;"">&nbsp;</span></div>"
